sample_date,site,signal
2022-04-06,UO_AA,6.518704132e-4
2022-04-07,UO_AA,0.002669905679
2022-04-08,UO_AA,0.002003727983
2022-04-12,UO_AA,1.739148647e-4
2022-04-13,UO_AA,4.79217639e-4
2022-04-14,UO_AA,1.306747057e-4
2022-04-20,UO_AA,2.370031932e-5
2022-04-26,UO_AA,3.912919449e-5
2022-04-29,UO_AA,1.843804661e-5
2021-08-12,UO_FA,3.9e-4
2021-08-17,UO_FA,9e-5
2021-08-24,UO_FA,0
2021-08-26,UO_FA,0
2021-08-31,UO_FA,1.4e-4
2021-09-02,UO_FA,9e-5
2021-09-07,UO_FA,2e-5
2021-09-09,UO_FA,1e-4
2021-09-15,UO_FA,1.3e-4
2021-09-16,UO_FA,7.9e-4
2021-09-21,UO_FA,2.1e-4
2021-09-23,UO_FA,1.2e-4
2021-09-28,UO_FA,2.1e-4
2021-09-29,UO_FA,0.00164
2021-10-05,UO_FA,0.00161
2021-10-06,UO_FA,0.0017
2021-10-07,UO_FA,1e-4
2021-10-12,UO_FA,4e-4
2021-10-14,UO_FA,7.1e-4
2021-10-20,UO_FA,0.00125
2021-10-21,UO_FA,9.5e-4
2021-10-26,UO_FA,6.9e-4
2021-10-28,UO_FA,4.2e-4
2021-11-02,UO_FA,2.7e-4
2021-11-04,UO_FA,2e-4
2021-11-09,UO_FA,1.2e-4
2021-11-12,UO_FA,8e-5
2021-11-16,UO_FA,2.3e-4
2021-11-18,UO_FA,7e-5
2021-11-23,UO_FA,4.2e-4
2021-11-25,UO_FA,4.4e-4
2021-11-30,UO_FA,4.5e-4
2021-12-02,UO_FA,0.00118
2021-12-07,UO_FA,1.171388585e-5
2021-12-16,UO_FA,8.846981719e-5
2022-02-01,UO_FA,0
2022-02-02,UO_FA,3.376844129e-4
2022-02-03,UO_FA,0
2022-02-04,UO_FA,0
2022-02-08,UO_FA,0
2022-02-09,UO_FA,6.108208676e-4
2022-02-10,UO_FA,0
2022-02-11,UO_FA,0
2022-02-15,UO_FA,0
2022-02-16,UO_FA,0
2022-02-17,UO_FA,0
2022-02-18,UO_FA,0
2022-02-22,UO_FA,0
2022-02-23,UO_FA,1.244076958e-4
2022-02-24,UO_FA,0
2022-02-25,UO_FA,0
2022-03-01,UO_FA,0
2022-03-02,UO_FA,2.043151369e-5
2022-03-03,UO_FA,4.818449972e-4
2022-03-04,UO_FA,1.361012797e-4
2022-03-08,UO_FA,2.023890222e-4
2022-03-09,UO_FA,1.37426175e-4
2022-03-10,UO_FA,3.685597663e-4
2022-03-11,UO_FA,2.525776863e-5
2022-03-15,UO_FA,1.074517966e-5
2022-03-16,UO_FA,0
2022-03-17,UO_FA,1.231603402e-4
2022-03-18,UO_FA,0
2022-03-23,UO_FA,2.182079376e-4
2022-03-24,UO_FA,2.676762912e-4
2022-03-25,UO_FA,0
2022-03-29,UO_FA,0.003515712855
2022-03-31,UO_FA,1.893806216e-4
2022-04-01,UO_FA,0.001024717387
2022-04-05,UO_FA,4.796193613e-4
2022-04-06,UO_FA,5.704143307e-6
2022-04-07,UO_FA,3.307622964e-4
2022-04-08,UO_FA,0
2022-04-12,UO_FA,0
2022-04-13,UO_FA,0.002421684424
2022-04-14,UO_FA,5.590444115e-4
2022-05-03,UO_FA,0
2022-05-06,UO_FA,0
2022-05-10,UO_FA,0
2022-05-13,UO_FA,0
2022-05-17,UO_FA,0
2022-05-20,UO_FA,7.401470987e-5
2022-05-25,UO_FA,0
2022-05-27,UO_FA,0
2022-05-31,UO_FA,0
2022-06-03,UO_FA,0.001058573632
2022-06-07,UO_FA,0
2022-06-10,UO_FA,6.712233245e-4
2022-06-14,UO_FA,4.10280436e-5
2022-06-17,UO_FA,0
2022-06-21,UO_FA,0
2022-06-24,UO_FA,0
2022-07-05,UO_FA,6.836184624e-5
2022-07-15,UO_FA,1.851840331e-5
2022-07-26,UO_FA,9.082425081e-6
2022-07-29,UO_FA,1.709652771e-5
2022-08-03,UO_FA,5.538071197e-5
2021-08-12,UO_FT,0
2021-08-17,UO_FT,0
2021-08-24,UO_FT,7e-5
2021-08-26,UO_FT,1e-5
2021-08-31,UO_FT,1.2e-4
2021-09-02,UO_FT,2e-5
2021-09-07,UO_FT,9e-5
2021-09-09,UO_FT,2e-5
2021-09-15,UO_FT,2e-4
2021-09-16,UO_FT,1.3e-4
2021-09-21,UO_FT,0
2021-09-23,UO_FT,0
2021-09-28,UO_FT,0
2021-09-29,UO_FT,1.7e-4
2021-10-05,UO_FT,4e-5
2021-10-06,UO_FT,5.4e-4
2021-10-07,UO_FT,7e-5
2021-10-12,UO_FT,0
2021-10-14,UO_FT,9e-5
2021-10-20,UO_FT,2.1e-4
2021-10-21,UO_FT,0
2021-10-26,UO_FT,0
2021-10-28,UO_FT,2.2e-4
2021-11-02,UO_FT,8e-5
2021-11-04,UO_FT,8e-5
2021-11-09,UO_FT,1e-5
2021-11-12,UO_FT,0
2021-11-16,UO_FT,0
2021-11-23,UO_FT,3e-5
2021-11-25,UO_FT,2e-5
2021-11-30,UO_FT,1.3e-4
2021-12-02,UO_FT,8.827703122e-7
2022-01-05,UO_FT,0.01699748515
2022-01-11,UO_FT,8.178855151e-4
2022-01-13,UO_FT,6.46951863e-4
2022-01-20,UO_FT,1.000936808e-4
2022-01-25,UO_FT,3.994477156e-4
2022-02-03,UO_FT,6.943508782e-5
2022-02-04,UO_FT,2.770715988e-4
2022-02-08,UO_FT,9.700369798e-6
2022-02-10,UO_FT,1.005142824e-4
2022-02-11,UO_FT,8.877669881e-5
2022-02-15,UO_FT,2.441977169e-4
2022-02-16,UO_FT,1.130204822e-4
2022-02-17,UO_FT,1.489729006e-5
2022-02-18,UO_FT,7.736268539e-6
2022-02-24,UO_FT,1.899026346e-5
2022-03-02,UO_FT,8.406829991e-5
2022-03-03,UO_FT,3.504005534e-5
2022-03-04,UO_FT,1.07842912e-4
2022-03-08,UO_FT,1.572042164e-5
2022-03-09,UO_FT,2.360991366e-5
2022-03-10,UO_FT,5.984475636e-4
2022-03-11,UO_FT,2.481399041e-4
2022-03-15,UO_FT,6.20285147e-4
2022-03-16,UO_FT,1.435660864e-4
2022-03-17,UO_FT,0.001515152954
2022-03-23,UO_FT,7.558593901e-4
2022-03-24,UO_FT,5.113055477e-4
2022-03-25,UO_FT,0.005842538536
2022-03-29,UO_FT,4.603146067e-4
2022-03-31,UO_FT,0.001397050776
2022-04-01,UO_FT,4.225470523e-4
2022-04-05,UO_FT,0.001371019754
2022-04-06,UO_FT,0.009176876828
2022-04-07,UO_FT,0.01298091945
2022-04-08,UO_FT,8.013187241e-4
2022-04-12,UO_FT,2.514303978e-4
2022-04-13,UO_FT,8.041960265e-5
2022-04-14,UO_FT,1.573723847e-4
2022-04-20,UO_FT,1.283852681e-4
2022-04-26,UO_FT,7.66875763e-5
2022-04-29,UO_FT,3.18882403e-6
2021-03-15,UO_NA,3.4e-4
2021-03-17,UO_NA,4.8e-4
2021-03-25,UO_NA,4.4e-4
2021-03-29,UO_NA,6.2e-4
2021-03-31,UO_NA,0
2021-04-05,UO_NA,1.4e-4
2021-04-14,UO_NA,5.3e-4
2021-04-19,UO_NA,0
2021-04-21,UO_NA,2.5e-4
2021-04-28,UO_NA,4.6e-5
2021-05-03,UO_NA,0
2021-05-05,UO_NA,7e-5
2021-05-11,UO_NA,9.2e-4
2021-05-13,UO_NA,9e-5
2021-05-18,UO_NA,5.59e-4
2021-05-21,UO_NA,0
2021-05-27,UO_NA,0
2021-06-01,UO_NA,0
2021-06-03,UO_NA,4.11e-4
2021-06-08,UO_NA,3.27e-4
2021-06-10,UO_NA,0
2021-06-15,UO_NA,0
2021-06-17,UO_NA,0
2021-06-22,UO_NA,3.56e-4
2021-06-24,UO_NA,8.8e-5
2021-07-01,UO_NA,1.4e-5
2021-07-06,UO_NA,1.01e-4
2021-07-08,UO_NA,1.27e-4
2021-07-13,UO_NA,0
2021-07-15,UO_NA,5.355e-4
2021-07-20,UO_NA,1.3e-5
2021-07-23,UO_NA,0
2021-07-27,UO_NA,3.56e-4
2021-08-03,UO_NA,8.1e-5
2021-08-05,UO_NA,7.8e-5
2021-08-10,UO_NA,9.1e-5
2021-08-12,UO_NA,2.23e-4
2021-08-17,UO_NA,9.5e-5
2021-08-19,UO_NA,9.85e-5
2021-08-24,UO_NA,4.225e-4
2021-08-26,UO_NA,4.835e-4
2021-08-31,UO_NA,1.05e-4
2021-09-02,UO_NA,2.32e-4
2021-09-07,UO_NA,2.2e-4
2021-09-09,UO_NA,1.48e-4
2021-09-15,UO_NA,1.06e-4
2021-09-16,UO_NA,7.57e-4
NA,UO_NA,1.680016438e-4
2021-12-07,UO_NA,3.766126324e-5
2021-12-09,UO_NA,6.185115994e-4
2021-12-16,UO_NA,1.601194873e-4
2022-01-05,UO_NA,0.001439485125
2022-01-11,UO_NA,0.001300262739
2022-01-13,UO_NA,0.00171263205
2022-01-18,UO_NA,0.001111985621
2022-01-20,UO_NA,0.001033526429
2022-01-25,UO_NA,4.076737785e-4
2022-01-27,UO_NA,8.785032889e-5
2022-02-01,UO_NA,4.040770726e-4
2022-02-02,UO_NA,8.251115224e-5
2022-02-03,UO_NA,7.049071917e-5
2022-02-04,UO_NA,3.587760607e-4
2022-02-08,UO_NA,7.114122629e-5
2022-02-09,UO_NA,9.206705328e-5
2022-02-10,UO_NA,7.944564055e-5
2022-02-11,UO_NA,2.339356815e-6
2022-02-16,UO_NA,1.212924022e-5
2022-02-17,UO_NA,3.509210703e-4
2022-02-18,UO_NA,2.92549031e-5
2022-02-23,UO_NA,3.446029027e-6
2022-02-24,UO_NA,8.450216801e-5
2022-02-25,UO_NA,4.578700214e-5
2022-03-01,UO_NA,4.405003171e-5
2022-03-02,UO_NA,1.947854549e-4
2022-03-03,UO_NA,5.897033795e-4
2022-03-04,UO_NA,5.646504895e-5
2022-03-08,UO_NA,2.564881348e-4
2022-03-09,UO_NA,5.761595823e-4
2022-03-10,UO_NA,4.937812076e-4
2022-03-11,UO_NA,8.99177422e-5
2022-03-15,UO_NA,2.571791123e-4
2022-03-16,UO_NA,4.560308011e-4
2022-03-17,UO_NA,8.080809102e-4
2022-03-18,UO_NA,2.091654998e-4
2022-03-23,UO_NA,4.511752249e-4
2022-03-24,UO_NA,6.044291027e-4
2022-03-25,UO_NA,9.807261221e-5
2022-03-29,UO_NA,0.001178264383
2022-03-30,UO_NA,5.686096691e-4
2022-04-01,UO_NA,5.713623211e-4
2022-04-05,UO_NA,2.364925337e-4
2022-04-06,UO_NA,0.002072519459
2022-04-07,UO_NA,0.008349439398
2022-04-08,UO_NA,0.001723452939
2022-04-12,UO_NA,8.422023783e-4
2022-04-13,UO_NA,9.229752616e-4
2022-04-14,UO_NA,5.329041259e-4
2022-04-20,UO_NA,2.992892606e-4
2022-04-26,UO_NA,1.005183583e-4
2022-04-29,UO_NA,3.621998537e-5
2022-05-06,UO_NA,5.065994259e-5
2022-05-10,UO_NA,2.237711797e-4
2022-05-13,UO_NA,8.311163719e-4
2022-05-17,UO_NA,0.003612391079
2022-05-20,UO_NA,9.736635039e-5
2022-05-25,UO_NA,5.573440229e-5
2022-05-27,UO_NA,0.009294851433
2022-05-31,UO_NA,1.299367703e-4
2022-06-03,UO_NA,4.264730807e-4
2022-06-07,UO_NA,1.309677113e-5
2022-06-10,UO_NA,5.98105648e-5
2022-06-14,UO_NA,1.073306359e-4
2022-06-17,UO_NA,4.903366115e-5
2022-06-21,UO_NA,7.425576301e-4
2022-06-24,UO_NA,2.381975742e-4
2022-07-19,UO_NA,2.467217026e-4
2022-07-22,UO_NA,7.091104431e-5
2022-07-26,UO_NA,5.739872333e-4
2022-07-29,UO_NA,0.002145321759
2022-08-03,UO_NA,1.705861915e-4
2022-08-05,UO_NA,4.765012852e-5
2022-08-12,UO_NA,4.244192474e-6
2022-08-19,UO_NA,2.569315053e-4
2021-04-28,UO_ST,0
2021-05-03,UO_ST,0
2021-05-13,UO_ST,0
2021-05-19,UO_ST,0
2021-05-20,UO_ST,1.27e-4
2021-05-25,UO_ST,0
2021-05-27,UO_ST,0
2021-06-01,UO_ST,0
2021-06-03,UO_ST,0
2021-06-08,UO_ST,0
2021-06-10,UO_ST,7.36e-4
2021-06-15,UO_ST,0
2021-06-17,UO_ST,0
2021-06-22,UO_ST,9.95e-5
2021-06-24,UO_ST,3.1e-5
2021-06-29,UO_ST,6.2e-5
2021-07-01,UO_ST,6.8e-5
2021-07-06,UO_ST,1.5e-5
2021-07-08,UO_ST,1.705e-4
2021-07-13,UO_ST,1.87e-4
2021-07-15,UO_ST,6.4e-5
2021-07-20,UO_ST,0
2021-07-22,UO_ST,2.7e-5
2021-07-27,UO_ST,6.8e-5
2021-07-29,UO_ST,3.27e-4
2021-08-03,UO_ST,3.11e-4
2021-08-05,UO_ST,4.1e-5
2021-08-10,UO_ST,0.00064900000000000005
2021-08-12,UO_ST,2.97e-4
2021-08-17,UO_ST,4.45e-4
2021-08-19,UO_ST,3.42e-4
2021-08-24,UO_ST,9.8e-5
2021-08-26,UO_ST,1.16e-4
2021-08-31,UO_ST,1.25e-4
2021-09-02,UO_ST,1.99e-4
2021-09-07,UO_ST,1.5e-5
2021-09-09,UO_ST,5.65e-4
2021-09-15,UO_ST,6.5e-5
2021-09-16,UO_ST,6.6e-5
2021-09-21,UO_ST,5.5e-5
2021-09-23,UO_ST,1.72e-4
2021-09-28,UO_ST,2.67e-4
2021-09-29,UO_ST,2.87e-4
2021-10-05,UO_ST,1.66e-4
2021-10-06,UO_ST,1.97e-4
2021-10-07,UO_ST,9.7e-5
2021-10-12,UO_ST,4e-5
2021-10-14,UO_ST,6.7e-5
2021-10-20,UO_ST,3.7e-5
2021-10-21,UO_ST,4.4e-4
2021-10-26,UO_ST,0.001065
2021-10-28,UO_ST,4.05e-4
2021-11-02,UO_ST,0
2021-11-04,UO_ST,4.7e-5
2021-11-09,UO_ST,0
2021-11-12,UO_ST,0
2021-11-16,UO_ST,2e-5
2021-11-18,UO_ST,4.1e-4
2021-11-23,UO_ST,1.38e-4
2021-11-25,UO_ST,4e-5
2021-11-30,UO_ST,3.5e-5
2021-12-02,UO_ST,7.3e-5
2021-12-09,UO_ST,1.688451919e-5
2021-12-16,UO_ST,1.094353819e-5
2022-01-05,UO_ST,4.361710935e-4
2022-01-11,UO_ST,6.057782404e-4
2022-01-13,UO_ST,6.179495748e-4
2022-01-20,UO_ST,0.00251034354
2022-01-25,UO_ST,4.165570097e-4
2022-02-01,UO_ST,1.029715517e-4
2022-02-02,UO_ST,3.355550442e-5
2022-02-03,UO_ST,2.173285202e-4
2022-02-04,UO_ST,8.161498238e-5
2022-02-08,UO_ST,1.768243006e-4
2022-02-09,UO_ST,5.149245695e-4
2022-02-10,UO_ST,7.775797628e-5
2022-02-11,UO_ST,2.945391629e-5
2022-02-15,UO_ST,3.594876345e-5
2022-02-16,UO_ST,4.223156753e-5
2022-02-17,UO_ST,1.67608683e-4
2022-02-18,UO_ST,3.059893974e-5
2022-02-22,UO_ST,8.303341162e-5
2022-02-23,UO_ST,5.398681116e-5
2022-02-24,UO_ST,3.884877098e-4
2022-02-25,UO_ST,7.039555348e-4
2022-03-01,UO_ST,2.590917589e-4
2022-03-02,UO_ST,2.743767856e-4
2022-03-04,UO_ST,1.652775279e-4
2022-03-08,UO_ST,3.652371368e-4
2022-03-09,UO_ST,2.08996062e-4
2022-03-10,UO_ST,5.548828187e-5
2022-03-11,UO_ST,4.665681765e-4
2022-03-15,UO_ST,2.4959652170000003e-4
2022-03-16,UO_ST,5.315741899e-4
2022-03-17,UO_ST,6.722047931e-4
2022-03-23,UO_ST,9.272745922e-4
2022-03-24,UO_ST,6.373975159e-4
2022-03-25,UO_ST,8.7020468e-4
2022-03-31,UO_ST,9.043533969e-4
2022-04-01,UO_ST,0.00111823965
2022-04-05,UO_ST,3.80147414e-4
2022-04-08,UO_ST,0.00102775913
2022-04-12,UO_ST,0.002821223265
2022-04-13,UO_ST,0.001410818001
2022-04-14,UO_ST,8.113689222e-4
2022-04-20,UO_ST,1.369585173e-4
2022-04-26,UO_ST,1.064284948e-4
2022-04-29,UO_ST,1.096898021e-4
2022-05-03,UO_ST,3.060590617e-5
2022-05-06,UO_ST,1.725669498e-4
2022-05-10,UO_ST,6.788200304e-5
2022-05-13,UO_ST,1.049624562e-4
2022-05-17,UO_ST,9.212778991e-5
2022-05-20,UO_ST,2.613692172e-5
2022-05-25,UO_ST,2.82517341e-5
2022-05-27,UO_ST,1.137792959e-5
2022-05-31,UO_ST,5.062380143e-5
2022-06-03,UO_ST,1.49718941e-4
2022-06-07,UO_ST,3.444489288e-5
2022-06-10,UO_ST,2.405663053e-4
2022-06-14,UO_ST,2.831838009e-4
2022-06-17,UO_ST,7.539192206e-5
2022-06-21,UO_ST,7.407040139e-5
2022-06-24,UO_ST,6.473474044e-5
2022-06-28,UO_ST,4.64534306e-5
2022-07-08,UO_ST,1.004748406e-4
2022-07-12,UO_ST,0.001427240724
2022-07-15,UO_ST,2.436962477e-4
2022-07-19,UO_ST,0.001116906548
2022-07-22,UO_ST,3.972385094e-4
2022-07-26,UO_ST,6.797040328e-4
2022-07-29,UO_ST,5.685561208e-4
2022-08-03,UO_ST,6.275506202e-5
2022-08-12,UO_ST,1.744507206e-5
2022-08-16,UO_ST,1.097414994e-4
2022-08-19,UO_ST,0.002575620152
2022-02-08,UO_TBT,2.358598846e-5
2022-02-10,UO_TBT,1.528093262e-5
2022-02-11,UO_TBT,1.197446389e-5
2022-02-15,UO_TBT,5.347270471e-5
2022-02-16,UO_TBT,3.235982637e-5
2022-03-17,UO_TBT,6.596696693e-4
2022-03-25,UO_TBT,5.601708304e-5
2022-03-29,UO_TBT,0.001104402331
2022-03-31,UO_TBT,7.712406169e-4
2022-04-01,UO_TBT,8.248319048e-5
2022-04-05,UO_TBT,4.940327521e-5
2022-04-06,UO_TBT,9.282141448e-5
2022-04-08,UO_TBT,8.416503436e-5
2022-04-13,UO_TBT,9.054179898e-4
2022-04-14,UO_TBT,3.207050855e-5
2022-05-10,UO_TBT,1.761360809e-4
2022-05-13,UO_TBT,1.357766235e-5
2022-06-03,UO_TBT,3.902180656e-5
2022-06-14,UO_TBT,3.730064458e-6
2022-06-21,UO_TBT,4.853439389e-5
2022-06-24,UO_TBT,0.001119516279
2022-06-28,UO_TBT,4.187220367e-4
2022-06-30,UO_TBT,2.959189469e-5
2022-07-05,UO_TBT,1.270092283e-4
2022-07-08,UO_TBT,1.810386862e-5
2022-07-19,UO_TBT,3.207783795e-6
2022-07-22,UO_TBT,6.356486687e-4
2022-07-29,UO_TBT,6.39074325e-6
2022-08-03,UO_TBT,5.691697674e-5
2022-08-05,UO_TBT,4.437084687e-5
